키워드,빈도수
어린이,21
한국전,21
행운,21
신설,21
파견,21
잠시,21
간곡히,21
책임감,21
객관,21
성사,21
세제,21
전념,21
친일,21
선수,21
리더십,21
남용,21
장차,21
모임,21
이중,21
융합,21
꿈꾸다,21
감소,21
정직,21
코스타리카,21
간절히,21
종교,21
호흡,21
장사,21
이사,21
물가,21
연장,21
응원,21
신화,21
수지,21
주석,21
용어,21
호혜,21
똑같다,21
장군,21
대국,21
건립,21
성격,21
원수,21
지우다,21
우방,21
중장기,21
바람,21
회견,21
특구,21
중산,21
훌륭하다,21
스웨덴,21
손실,21
흑자,21
소식,21
견인차,21
극단,21
임명,21
비상,21
상대국,21
없애다,21
집값,21
내지,21
그만,21
방어,20
소송,20
악화,20
악순환,20
마산,20
새마을,20
며칠,20
지휘,20
경향,20
전화,20
강연,20
인권위원회,20
치유,20
제목,20
영토,20
쓰이다,20
관문,20
상반기,20
이바지,20
선배,20
순방,20
질병,20
피땀,20
뛰어나다,20
대문,20
직장,20
해법,20
재건,20
연속,20
수산,20
터전,20
직면,20
플랜트,20
활발히,20
다듬다,20
실수,20
지평,20
주류,20
사스,20
아랍에미리트,20
패배,20
규정,20
흡수,20
끼치다,20
하나님,20
오해,20
드라마,20
수석,20
착공,20
사이버,20
본부,20
유감,20
폐해,20
문제점,20
언론인,20
제외,20
의거,20
해결책,20
여수,20
용인,20
자식,20
호응,19
요새,19
병행,19
소득세,19
원활,19
늦추다,19
권익,19
작용,19
막히다,19
각료,19
베를린,19
군인,19
당사자,19
안목,19
고조,19
유학,19
건의,19
어떻게,19
비리,19
낮추다,19
아낌없다,19
규범,19
향후,19
배정,19
고등,19
동서,19
시련,19
활짝,19
미주,19
보급,19
재단,19
지정학,19
가져가다,19
상임,19
최소,19
제거,19
감히,19
진보주의,19
진흥,19
열매,19
이내,19
파괴,19
손질,19
드러나다,19
얼굴,19
노릇,19
봉축,19
체험,19
창사,19
감세,19
적자,19
쿠웨이트,19
새기다,19
거론,19
조심,19
표류,19
한때,19
개관,19
원전,19
배타,19
제주도,19
모국,19
대강,19
실적,19
예외,19
내내,19
이치,19
일깨우다,19
거꾸로,19
정계,19
덴마크,19
